PTW Request ID,Circle,Feeder,Status,Request Date,Start Date
13375,SUB URBAN AMRITSAR,Meritorious School(Fl10),Active But Cancellation Request Submitted,2026-04-24T22:23:21Z,2026-04-24T22:22:00Z
13374,SANGRUR,MILK PLANT(FL02),Cancellation Request Approved (Permit not active),2026-04-24T22:21:46Z,2026-04-24T22:21:00Z
13373,SUB URBAN AMRITSAR,Sawdeshi Korean(FL07),Cancellation Request Approved (Permit not active),2026-04-24T18:56:45Z,2026-04-24T18:56:00Z
13372,MUKATSAR,KABULSHAH KHUBAN UPS(FL10),Cancellation Request Approved (Permit not active),2026-04-24T18:41:00Z,2026-04-24T18:39:00Z
13371,MUKATSAR,KRISHNA NAGRI(FL02),Cancellation Request Approved (Permit not active),2026-04-24T18:09:48Z,2026-04-24T18:07:00Z
13370,SANGRUR,Dera rajputa(FLO9),Cancellation Request Approved (Permit not active),2026-04-24T18:07:04Z,2026-04-24T18:06:00Z
13369,MUKATSAR,DAULATPURA UPS(FL08),Cancellation Request Approved (Permit not active),2026-04-24T17:59:15Z,2026-04-24T17:51:00Z
13368,CITY WEST LUDHIANA,"MARUTI ALLOY(FL16), SRV Steel(FL14)",Cancellation Request Approved (Permit not active),2026-04-24T17:47:14Z,2026-04-24T17:46:00Z
13367,FARIDKOT,Sai Dham(FL13),Cancellation Request Approved (Permit not active),2026-04-24T17:43:28Z,2026-04-24T17:42:00Z
13366,MUKATSAR,"11 KV KILLIANWALI(FL06), 11 KV TARA ESTATE(FL09), 11 KV Alamgarh(FL03), 11 KV Chirag dhani(FL17)",Cancellation Request Approved (Permit not active),2026-04-24T17:37:18Z,2026-04-24T17:36:00Z
13365,GURDASPUR,MUGRALA(FL7),Cancellation Request Approved (Permit not active),2026-04-24T17:28:30Z,2026-04-24T17:25:00Z
13364,JALANDHAR,INDUSTRIAL AREA 1(FL14),Cancellation Request Approved (Permit not active),2026-04-24T17:25:54Z,2026-04-24T17:24:00Z
13363,MUKATSAR,11 KV Sappan wali(FL11),Cancellation Request Approved (Permit not active),2026-04-24T17:22:25Z,2026-04-24T17:21:00Z
13362,JALANDHAR,NEW SARHALI FEEDER(FL17),Cancellation Request Approved (Permit not active),2026-04-24T17:19:56Z,2026-04-24T17:19:00Z
13361,JALANDHAR,BANDALA ROAD(FL20),Cancellation Request Approved (Permit not active),2026-04-24T17:15:14Z,2026-04-24T17:14:00Z
13360,CITY AMRITSAR,DHAPAI INDUSTRIAL(FL05),Cancellation Request Approved (Permit not active),2026-04-24T17:13:19Z,2026-04-24T17:07:00Z
13359,SANGRUR,11KV UPS TOGAWAL(FL08),Cancellation Request Approved (Permit not active),2026-04-24T17:05:14Z,2026-04-24T17:04:00Z
13358,MUKATSAR,PANJKOSI(FL06),Cancellation Request Approved (Permit not active),2026-04-24T17:03:17Z,2026-04-24T17:02:00Z
13357,MUKATSAR,Shakti Nagar(FL04),Cancellation Request Approved (Permit not active),2026-04-24T16:50:43Z,2026-04-24T16:49:00Z
13356,JALANDHAR,CHUHARWALI(FL03),Cancellation Request Approved (Permit not active),2026-04-24T16:45:07Z,2026-04-24T16:44:00Z
13355,TARN TARAN,Botelkiri(FL11),Cancellation Request Approved (Permit not active),2026-04-24T16:25:07Z,2026-04-24T16:24:00Z
13354,BARNALA,JABBOMAJRA UPS(FL01),Rejected BY SSA/SSO,2026-04-24T16:20:02Z,2026-04-24T16:21:00Z
13353,MUKATSAR,11 KV Patrewala(FL07),Approved/ Active Permit,2026-04-24T16:18:43Z,2026-04-24T16:17:00Z
13352,KAPURTHALA,Challang(FL12),Cancellation Request Approved (Permit not active),2026-04-24T16:06:54Z,2026-04-24T16:06:00Z
13351,JALANDHAR,11 Shaheed Babu Labh Singh Nagar(FL17),Cancellation Request Approved (Permit not active),2026-04-24T15:57:10Z,2026-04-24T15:56:00Z
13350,SANGRUR,MANDVI RURAL(FL04),Cancellation Request Approved (Permit not active),2026-04-24T15:56:30Z,2026-04-24T15:55:00Z
