PTW Request ID,Circle,Feeder,Status,Request Date,Start Date
21141,KHANNA,RAM RAJAYA(FL12),Approved/ Active Permit,2026-07-11T10:46:47Z,2026-07-11T10:43:00Z
21140,CITY WEST LUDHIANA,Kiran Vihar(FL20),Approved/ Active Permit,2026-07-11T10:44:29Z,2026-07-11T10:43:00Z
21139,SANGRUR,"24 HRS. HAMIRGARH(FL16), Patran Road(FL19)",Approved/ Active Permit,2026-07-11T10:42:00Z,2026-07-11T10:40:00Z
21138,SUB URBAN AMRITSAR,MES(FL02),Active But Cancellation Request Submitted,2026-07-11T10:38:12Z,2026-07-11T10:37:00Z
21137,Zirakpur,WATER WORKS HANDESRA(FL09),Approved/ Active Permit,2026-07-11T10:34:40Z,2026-07-11T10:31:00Z
21136,KHANNA,City-2 khanna(FL13),Cancellation Request Approved (Permit not active),2026-07-11T10:07:58Z,2026-07-11T10:06:00Z
21135,JALANDHAR,Shivaji Nagar(FL09),Cancellation Request Approved (Permit not active),2026-07-11T10:07:37Z,2026-07-11T10:05:00Z
21134,KHANNA,FCI(FL09),Approved/ Active Permit,2026-07-11T10:04:58Z,2026-07-11T10:02:00Z
21133,SANGRUR,SEKHUWAS CITY(FL05),Approved/ Active Permit,2026-07-11T10:01:28Z,2026-07-11T10:00:00Z
21132,JALANDHAR,RAGHU EXPORT(FL05),Cancellation Request Approved (Permit not active),2026-07-11T09:59:01Z,2026-07-11T09:58:00Z
21131,PATIALA,Ablowal(FL11),Approved/ Active Permit,2026-07-11T09:58:35Z,2026-07-11T09:57:00Z
21130,MUKATSAR,"11 KB BAZIDPURA(FL05), 11 KV SITO(FL03)",Cancellation Request Approved (Permit not active),2026-07-11T09:54:37Z,2026-07-11T09:54:00Z
21129,JALANDHAR,GURUDWARA SHIV NAGAR(FL06),Cancellation Request Approved (Permit not active),2026-07-11T09:48:30Z,2026-07-11T09:47:00Z
21128,SANGRUR,Sangatpura(FL25),Cancellation Request Approved (Permit not active),2026-07-11T09:45:25Z,2026-07-11T09:44:00Z
21127,JALANDHAR,LADOWALI ROAD(FL04),Approved/ Active Permit,2026-07-11T09:37:34Z,2026-07-11T09:36:00Z
21126,JALANDHAR,WATER SUPPLY(FL3),Cancellation Request Approved (Permit not active),2026-07-11T09:36:14Z,2026-07-11T09:35:00Z
21125,MUKATSAR,"11 KV Focal Point-2(FL15), 11 KV Focal Point-1(FL14)",Cancellation Request Approved (Permit not active),2026-07-11T09:35:07Z,2026-07-11T09:34:00Z
21124,SUB URBAN AMRITSAR,Sethan Wala(FL17),Cancellation Request Approved (Permit not active),2026-07-11T09:31:25Z,2026-07-11T09:30:00Z
21123,NAWANSHAHR,TEHSIL COMPLEX GSR(FL16),Cancellation Request Approved (Permit not active),2026-07-11T09:25:18Z,2026-07-11T09:23:00Z
21122,SUB URBAN AMRITSAR,NANGAL PANNUAN(FL13),Approved/ Active Permit,2026-07-11T09:21:31Z,2026-07-11T09:20:00Z
21121,SUB URBAN AMRITSAR,PUTLIGHAR(FL02),Cancellation Request Approved (Permit not active),2026-07-11T09:15:52Z,2026-07-11T09:14:00Z
21120,MUKATSAR,"11 KV Bhagsar UPS(FL07), 11 KV SARDARPURA UPS(FL06), 11 KV SUKHCHAIN(FL02)",Cancellation Request Approved (Permit not active),2026-07-11T09:07:34Z,2026-07-11T09:07:00Z
21119,SUB URBAN AMRITSAR,"Sawdeshi Korean(FL07), RAM NAGAR AP(FL09)",Cancellation Request Approved (Permit not active),2026-07-11T08:53:13Z,2026-07-11T08:51:00Z
21118,JALANDHAR,LADOWALI ROAD(FL04),Cancellation Request Approved (Permit not active),2026-07-11T08:33:58Z,2026-07-11T08:33:00Z
21117,SUB URBAN AMRITSAR,RANJIT AVENUE(FL03),Cancellation Request Approved (Permit not active),2026-07-11T08:32:04Z,2026-07-11T08:30:00Z
21116,SANGRUR,11 KV Mata Modi Road(FL05),Cancellation Request Approved (Permit not active),2026-07-11T06:23:06Z,2026-07-11T06:21:00Z
21115,JALANDHAR,GT ROAD(FL04),Cancellation Request Approved (Permit not active),2026-07-11T05:08:04Z,2026-07-11T05:06:00Z
21114,SUB URBAN AMRITSAR,Friends Avenue(FL14),Cancellation Request Approved (Permit not active),2026-07-11T04:28:25Z,2026-07-11T04:25:00Z
21113,CITY EAST LUDHIANA,SAHIBANA(FL02),Cancellation Request Approved (Permit not active),2026-07-11T04:03:11Z,2026-07-11T04:02:00Z
21112,CITY EAST LUDHIANA,HOSIRY COMPLEX(FL07),Cancellation Request Approved (Permit not active),2026-07-11T03:58:21Z,2026-07-11T03:51:00Z
21111,SUB URBAN AMRITSAR,PUTLIGHAR(FL02),Cancellation Request Approved (Permit not active),2026-07-11T00:17:46Z,2026-07-11T00:16:00Z
21110,JALANDHAR,MODEL TOWN(FL11),Cancellation Request Approved (Permit not active),2026-07-10T23:46:54Z,2026-07-10T23:45:00Z
21109,MUKATSAR,"11 KV GANGA NAGAR ROAD(FL01), 11 KV Alamgarh(FL03), 11 KV TARA ESTATE(FL09)",Cancellation Request Approved (Permit not active),2026-07-10T23:23:22Z,2026-07-10T23:22:00Z
21108,SUB URBAN AMRITSAR,PUTLIGHAR(FL02),Cancellation Request Approved (Permit not active),2026-07-10T23:17:51Z,2026-07-10T23:16:00Z
21107,CITY EAST LUDHIANA,SAHIBANA(FL02),Cancellation Request Approved (Permit not active),2026-07-10T23:01:58Z,2026-07-10T23:00:00Z
21106,GURDASPUR,City-2(FL04),Cancellation Request Approved (Permit not active),2026-07-10T21:16:22Z,2026-07-10T21:14:00Z
21105,GURDASPUR,City Thana(FL17),Cancellation Request Approved (Permit not active),2026-07-10T20:27:33Z,2026-07-10T20:26:00Z
21104,MUKATSAR,11 KV TARA ESTATE(FL09),Cancellation Request Approved (Permit not active),2026-07-10T20:21:40Z,2026-07-10T20:21:00Z
21103,MUKATSAR,"11 KV Alamgarh(FL03), 11 KV KIKKER KHERA(FL08), 11 KV Chirag dhani(FL17), 11 KV KILLIANWALI(FL06)",Cancellation Request Approved (Permit not active),2026-07-10T20:16:30Z,2026-07-10T20:15:00Z
21102,MUKATSAR,"11 KV Dhani Bisehesarnath(FL02), 11 KV Azimgarh Urban(FL03)",Cancellation Request Approved (Permit not active),2026-07-10T20:06:39Z,2026-07-10T20:05:00Z
21101,CITY EAST LUDHIANA,SAHIBANA(FL02),Cancellation Request Approved (Permit not active),2026-07-10T19:54:40Z,2026-07-10T19:53:00Z
21100,FARIDKOT,MAANA WALA UPS(FL11),Cancellation Request Approved (Permit not active),2026-07-10T19:51:26Z,2026-07-10T19:48:00Z
21099,MUKATSAR,Namdev Nagar(FL07),Rejected BY SSA/SSO,2026-07-10T19:41:56Z,2026-07-10T19:41:00Z
