PTW Request ID,Circle,Feeder,Status,Request Date,Start Date
22287,MUKATSAR,"11 KV KANDHWALA Road Urban(FL10), 11 KV Rajiv Nagar(FL16)",Approved/ Active Permit,2026-07-30T10:36:07Z,2026-07-30T10:35:00Z
22286,GURDASPUR,"Majra(FL02), Habit Pindi(FL04)",Approved/ Active Permit,2026-07-30T10:32:54Z,2026-07-30T10:32:00Z
22285,MUKATSAR,11 KV SAIDANWALI(FL07),Approved/ Active Permit,2026-07-30T10:30:22Z,2026-07-30T10:28:00Z
22284,JALANDHAR,PREET NAGAR(FL07),Cancellation Request Approved (Permit not active),2026-07-30T10:13:41Z,2026-07-30T10:12:00Z
22283,MUKATSAR,"MAUJGARH(FL05), DALMIR KHERA(FL01), DAULATPURA UPS(FL08)",Cancellation Request Approved (Permit not active),2026-07-30T09:57:29Z,2026-07-30T09:56:00Z
22282,MUKATSAR,11 KV TARA ESTATE(FL09),Cancellation Request Approved (Permit not active),2026-07-30T09:12:35Z,2026-07-30T09:12:00Z
22281,SANGRUR,11 KV Guga Mari Urban Cat-1(FL06),Cancellation Request Approved (Permit not active),2026-07-30T08:12:57Z,2026-07-30T08:12:00Z
22280,MUKATSAR,"11 KV KANDHWALA Road Urban(FL10), 11 KV Rajiv Nagar(FL16), 11 KV SIDHU NAGRI(FL05), 11 KV NAI ABADI(FL04)",Cancellation Request Approved (Permit not active),2026-07-30T07:22:03Z,2026-07-30T07:21:00Z
22279,MUKATSAR,11 KV TARA ESTATE(FL09),Cancellation Request Approved (Permit not active),2026-07-30T00:09:10Z,2026-07-30T00:07:00Z
22278,FARIDKOT,RAMEANA(FL03),Cancellation Request Approved (Permit not active),2026-07-29T22:20:35Z,2026-07-29T22:19:00Z
22277,FARIDKOT,SAMAGH UPS(FL02),Cancellation Request Approved (Permit not active),2026-07-29T22:04:21Z,2026-07-29T22:01:00Z
22276,Zirakpur,MIAN PUR(FL18),Cancellation Request Approved (Permit not active),2026-07-29T20:22:38Z,2026-07-29T20:21:00Z
22275,GURDASPUR,City Ptk.(FL03),Cancellation Request Approved (Permit not active),2026-07-29T18:55:29Z,2026-07-29T18:53:00Z
22274,FARIDKOT,ITI(FL05),Cancellation Request Approved (Permit not active),2026-07-29T18:54:15Z,2026-07-29T18:53:00Z
22273,KHANNA,Vishawkarma Nagar(FL04),Cancellation Request Approved (Permit not active),2026-07-29T18:33:13Z,2026-07-29T18:32:00Z
22272,SANGRUR,11 KV CHEEMA URBAN(FL06),Rejected BY SSA/SSO,2026-07-29T18:30:24Z,2026-07-29T18:28:00Z
22271,JALANDHAR,EKTA NAGAR(FL11),Cancellation Request Approved (Permit not active),2026-07-29T18:28:22Z,2026-07-29T18:27:00Z
22270,TARN TARAN,BEAS CITY(FL10),Cancellation Request Approved (Permit not active),2026-07-29T18:02:18Z,2026-07-29T18:00:00Z
22269,SANGRUR,UBHEWAL(FL04),Cancellation Request Approved (Permit not active),2026-07-29T17:50:12Z,2026-07-29T17:49:00Z
22268,GURDASPUR,Majra(FL02),Cancellation Request Approved (Permit not active),2026-07-29T17:49:20Z,2026-07-29T17:48:00Z
22267,KHANNA,Vishawkarma Nagar(FL04),Cancellation Request Approved (Permit not active),2026-07-29T17:04:10Z,2026-07-29T17:03:00Z
22266,FEROZPUR,TOOR(FL14),Cancellation Request Approved (Permit not active),2026-07-29T16:43:03Z,2026-07-29T16:40:00Z
22265,PATIALA,Mardaheri(FL13),Cancellation Request Approved (Permit not active),2026-07-29T16:31:55Z,2026-07-29T16:29:00Z
22264,MUKATSAR,11 KV Dhani Bisehesarnath(FL02),Cancellation Request Approved (Permit not active),2026-07-29T16:11:49Z,2026-07-29T16:11:00Z
