PTW Request ID,Circle,Feeder,Status,Request Date,Start Date
20544,SUB URBAN LUDHIANA,TIMBERWAL(FL15),Approved/ Active Permit,2026-07-01T12:12:15Z,2026-07-01T12:11:00Z
20543,CITY WEST LUDHIANA,LODHI CLUB(FL07),Approved/ Active Permit,2026-07-01T12:01:30Z,2026-07-01T11:58:00Z
20542,Zirakpur,DAPPAR(FL16),Approved/ Active Permit,2026-07-01T12:00:58Z,2026-07-01T12:00:00Z
20541,FARIDKOT,Jawahar Nagar(FL25),Approved/ Active Permit,2026-07-01T11:59:30Z,2026-07-01T11:56:00Z
20540,SUB URBAN AMRITSAR,GUMTALA(FL10),Cancellation Request Approved (Permit not active),2026-07-01T11:51:27Z,2026-07-01T11:48:00Z
20539,TARN TARAN,Budha Theh(FL06),Approved/ Active Permit,2026-07-01T11:30:05Z,2026-07-01T11:28:00Z
20538,SANGRUR,NANKIANA SAHIB(FL04),Approved/ Active Permit,2026-07-01T11:24:07Z,2026-07-01T11:22:00Z
20537,CITY WEST LUDHIANA,MAGNET ROAD(FL13),Rejected BY SSA/SSO,2026-07-01T11:23:53Z,2026-07-01T11:23:00Z
20536,KHANNA,Goldev City(FL31),Cancellation Request Approved (Permit not active),2026-07-01T11:10:50Z,2026-07-01T11:10:00Z
20535,JALANDHAR,NANDA(FL10),Cancellation Request Approved (Permit not active),2026-07-01T11:01:28Z,2026-07-01T11:00:00Z
20534,SANGRUR,11 KV GHASIWAL UPS(FL05),Cancellation Request Approved (Permit not active),2026-07-01T10:54:23Z,2026-07-01T10:52:00Z
20533,GURDASPUR,CITY 2(FL11),Cancellation Request Approved (Permit not active),2026-07-01T10:50:21Z,2026-07-01T10:47:00Z
20532,PATIALA,Partap Nagar(FL06),Permit Request Submitted (Permit not active),2026-07-01T10:33:36Z,2026-07-01T10:33:00Z
20531,PATIALA,Partap Nagar(FL06),Cancellation Request Approved (Permit not active),2026-07-01T10:32:53Z,2026-07-01T10:31:00Z
