PTW Request ID,Circle,Feeder,Status,Request Date,Start Date
23655,SANGRUR,11 Peeran Wala Gate Cat-1(FL06),Approved/ Active Permit,2026-08-23T08:44:17Z,2026-08-23T08:39:00Z
23654,SANGRUR,Panchait Bhawan(FL07),Cancellation Request Approved (Permit not active),2026-08-23T08:13:11Z,2026-08-23T08:06:00Z
23653,Zirakpur,DAPPAR(FL16),Cancellation Request Approved (Permit not active),2026-08-23T07:52:10Z,2026-08-23T07:49:00Z
23652,MUKATSAR,"DALMIR KHERA(FL01), MAUJGARH(FL05)",Cancellation Request Approved (Permit not active),2026-08-23T07:45:36Z,2026-08-23T07:42:00Z
23651,JALANDHAR,KHURLA KINGRA(FL05),Cancellation Request Approved (Permit not active),2026-08-23T07:17:17Z,2026-08-23T07:16:00Z
23650,Zirakpur,URBAN-3 DERABASSI(FL34),Cancellation Request Approved (Permit not active),2026-08-22T23:56:55Z,2026-08-22T23:56:00Z
23649,GURDASPUR,Khanpur(FL01),Cancellation Request Approved (Permit not active),2026-08-22T23:41:41Z,2026-08-22T23:39:00Z
23648,SUB URBAN AMRITSAR,11 KV PASSPORT OFFICE(FL16),Cancellation Request Approved (Permit not active),2026-08-22T23:11:07Z,2026-08-22T23:08:00Z
23647,Zirakpur,LALRU CITY(FL22),Cancellation Request Approved (Permit not active),2026-08-22T20:18:22Z,2026-08-22T20:17:00Z
23646,MUKATSAR,"11 KV KANDHWALA Road Urban(FL10), 11 KV NAI ABADI(FL04), 11 KV SIDHU NAGRI(FL05)",Cancellation Request Approved (Permit not active),2026-08-22T20:11:28Z,2026-08-22T20:10:00Z
23645,SANGRUR,Gurdaspura(FL05),Cancellation Request Approved (Permit not active),2026-08-22T19:58:29Z,2026-08-22T19:57:00Z
23644,CITY WEST LUDHIANA,URBAN ESTATE PH-2(FL04),Cancellation Request Approved (Permit not active),2026-08-22T19:29:39Z,2026-08-22T19:29:00Z
