outage_id,Zone,Circle,Feeder,Type of Outage,Status,Start Time,End Time,Diff in mins
1913356,North,HOSHIARPUR,AJJOWAL,Planned,Active,2026-08-07T11:30:00Z,2026-08-07T13:30:00Z,120
1913355,North,HOSHIARPUR,Bhagowal,Planned,Active,2026-08-07T11:30:00Z,2026-08-07T13:30:00Z,120
1913354,North,HOSHIARPUR,KAKKON,Planned,Active,2026-08-07T11:30:00Z,2026-08-07T13:30:00Z,120
1913353,North,HOSHIARPUR,BAINS KHURD,Planned,Active,2026-08-07T11:30:00Z,2026-08-07T13:30:00Z,120
1913352,North,HOSHIARPUR,LACHOWAL,Planned,Active,2026-08-07T11:30:00Z,2026-08-07T13:30:00Z,120
1913357,Central,KHANNA,Dittupur,Unplanned,Active,2026-08-07T09:50:29Z,2026-08-07T11:30:44Z,100
1913358,East,Zirakpur,11 kv malwa,Unplanned,Active,2026-08-07T09:47:00Z,2026-08-07T10:29:00Z,42
1913359,South,SANGRUR,11 KV SITASAR URBAN,Unplanned,Active,2026-08-07T09:43:00Z,2026-08-07T12:00:00Z,137
1913350,South,SANGRUR,MEHLAN AP (GRID SUNAM),Planned,Active,2026-08-07T09:35:00Z,2026-08-07T19:35:00Z,600
1913349,East,Zirakpur,S S INFRA,Unplanned,Closed,2026-08-07T09:15:00Z,2026-08-07T09:41:00Z,26
1913348,South,SANGRUR,Ballran C-1,Planned,Active,2026-08-07T09:13:13Z,2026-08-07T10:41:21Z,88
1913351,West,FARIDKOT,SAHIBZADA AJIT SINGH NAGAR,Unplanned,Active,2026-08-07T09:09:18Z,2026-08-07T11:39:32Z,150
1913347,North,HOSHIARPUR,PANWAN,Unplanned,Closed,2026-08-07T08:35:00Z,2026-08-07T09:10:00Z,35
1913346,North,JALANDHAR,STATE BANK FEEDER,Unplanned,Closed,2026-08-07T08:24:00Z,2026-08-07T09:50:00Z,86
1913345,East,ROPAR,Puda Colony Ropar,Unplanned,Closed,2026-08-07T07:02:00Z,2026-08-07T08:22:00Z,80
1913343,Central,KHANNA,Samadhi Road,Unplanned,Active,2026-08-07T06:40:10Z,2026-08-07T07:45:07Z,64
1913344,South,SANGRUR,City,Unplanned,Closed,2026-08-07T06:40:00Z,2026-08-07T08:10:00Z,90
1913342,South,PATIALA,UPS ALLOWAL,Unplanned,Closed,2026-08-07T03:40:00Z,2026-08-07T07:00:00Z,200
1913337,West,FEROZPUR,11 KV NAMAK MANDI,Planned,Closed,2026-08-06T23:00:00Z,2026-08-07T00:00:00Z,60
1913340,Border,SUB URBAN AMRITSAR,Punjab Basmati,Unplanned,Closed,2026-08-06T22:50:00Z,2026-08-06T23:20:00Z,30
1913329,West,FEROZPUR,INDUSTRIAL,Planned,Closed,2026-08-06T22:20:00Z,2026-08-06T23:49:00Z,89
1913328,South,PATIALA,Mehs Gate,Unplanned,Closed,2026-08-06T21:45:00Z,2026-08-06T22:02:00Z,17
1913326,East,Zirakpur,ZIRAKPUR-1,Unplanned,Closed,2026-08-06T21:34:00Z,2026-08-06T22:10:00Z,36
1913327,East,Zirakpur,S S INFRA,Unplanned,Closed,2026-08-06T21:29:00Z,2026-08-06T22:20:00Z,51
1913321,South,BARNALA,MEHAL KALAN CITY,Unplanned,Closed,2026-08-06T20:43:00Z,2026-08-06T21:10:00Z,27
1913320,West,FEROZPUR,Amritsari Gate,Planned,Closed,2026-08-06T20:40:00Z,2026-08-06T22:21:00Z,101
1913319,West,FEROZPUR,RINGMAIN B,Planned,Closed,2026-08-06T20:31:00Z,2026-08-06T20:32:00Z,1
1913318,West,FEROZPUR,RINGMAIN B,Planned,Closed,2026-08-06T20:29:00Z,2026-08-06T22:00:00Z,91
1913316,West,MUKATSAR,Fatehgarh,Unplanned,Closed,2026-08-06T19:49:41Z,2026-08-06T20:20:54Z,31
1913315,West,MUKATSAR,Ahal Bodla,Unplanned,Closed,2026-08-06T19:49:07Z,2026-08-06T20:20:19Z,31
1913317,Border,SUB URBAN AMRITSAR,Gehri,Unplanned,Closed,2026-08-06T19:40:00Z,2026-08-06T20:05:00Z,25
1913325,East,Zirakpur,TRIBUNE COLONY,Unplanned,Closed,2026-08-06T19:37:00Z,2026-08-06T21:03:00Z,86
1913314,West,FEROZPUR,ARSONAL,Planned,Closed,2026-08-06T19:31:00Z,2026-08-06T20:32:00Z,61
1913313,West,FEROZPUR,ZIRA ROAD,Planned,Closed,2026-08-06T19:20:00Z,2026-08-06T21:35:00Z,135
1913312,South,PATIALA,UPS Rohti Basta,Unplanned,Closed,2026-08-06T19:05:00Z,2026-08-06T21:05:00Z,120
1913311,West,FEROZPUR,AMAR TAKIS,Planned,Closed,2026-08-06T19:00:00Z,2026-08-06T21:35:00Z,155
1913310,South,SANGRUR,New Anaj Mandi,Unplanned,Closed,2026-08-06T19:00:00Z,2026-08-06T19:40:00Z,40
1913309,Central,CITY WEST LUDHIANA,BASANT CITY,Planned,Closed,2026-08-06T18:57:00Z,2026-08-06T19:07:00Z,10
1913324,East,Zirakpur,SAINI VIHAR,Unplanned,Closed,2026-08-06T18:55:00Z,2026-08-06T19:45:00Z,50
1913308,West,FEROZPUR,HABIB WALA,Planned,Closed,2026-08-06T18:41:00Z,2026-08-06T20:30:00Z,109
1913307,West,MUKATSAR,11 KV Alamgarh,Unplanned,Closed,2026-08-06T18:36:08Z,2026-08-06T19:22:33Z,46
1913305,Central,CITY WEST LUDHIANA,VISHAL NAGAR,Planned,Closed,2026-08-06T18:12:00Z,2026-08-06T18:30:00Z,18
1913303,West,MUKATSAR,11 KV SAIDANWALI,Unplanned,Closed,2026-08-06T18:06:25Z,2026-08-06T18:35:59Z,29
1913304,South,BARNALA,Sekha Road,Unplanned,Closed,2026-08-06T17:55:00Z,2026-08-06T20:00:00Z,125
1913302,East,Zirakpur,MES,Unplanned,Closed,2026-08-06T17:43:00Z,2026-08-06T18:12:00Z,29
1913323,East,Zirakpur,SAVITRYGREEN,Unplanned,Closed,2026-08-06T17:40:00Z,2026-08-06T18:26:00Z,46
1913301,Border,SUB URBAN AMRITSAR,BOREWAL UPS,Unplanned,Active,2026-08-06T17:35:38Z,2026-08-06T18:09:05Z,33
1913300,West,MUKATSAR,11 KV KHATWAN,Unplanned,Closed,2026-08-06T17:29:00Z,2026-08-06T18:06:00Z,37
1913306,Border,SUB URBAN AMRITSAR,BATALA ROAD,Unplanned,Closed,2026-08-06T17:25:00Z,2026-08-06T19:50:00Z,145
1913299,East,Zirakpur,MES,Unplanned,Closed,2026-08-06T17:12:00Z,2026-08-06T17:32:00Z,20
1913298,West,FARIDKOT,LandeKe URBAN,Unplanned,Closed,2026-08-06T17:01:27Z,2026-08-06T17:34:44Z,33
1913296,East,Zirakpur,Jastna Kandi Pure AP,Unplanned,Closed,2026-08-06T17:01:00Z,2026-08-06T17:59:00Z,58
1913297,West,FEROZPUR,INDUSTRIAL,Planned,Closed,2026-08-06T17:00:00Z,2026-08-06T17:21:00Z,21
1913295,East,Zirakpur,Jastna Kandi Pure AP,Unplanned,Closed,2026-08-06T16:53:00Z,2026-08-06T16:54:00Z,1
1913322,East,Zirakpur,KALKA ROAD,Unplanned,Closed,2026-08-06T16:43:00Z,2026-08-06T18:06:00Z,83
1913292,East,Zirakpur,JEOLY,Unplanned,Closed,2026-08-06T16:43:00Z,2026-08-06T17:44:00Z,61
1913294,West,FEROZPUR,MADHRE,Planned,Closed,2026-08-06T16:40:00Z,2026-08-06T18:35:00Z,115
1913291,East,Zirakpur,DAPPAR,Unplanned,Closed,2026-08-06T16:40:00Z,2026-08-06T17:40:00Z,60
1913290,West,MUKATSAR,11 KV RAJPURA,Unplanned,Closed,2026-08-06T16:37:00Z,2026-08-06T17:21:00Z,44
1913287,West,FARIDKOT,THARA AP,Unplanned,Closed,2026-08-06T16:15:38Z,2026-08-06T17:46:13Z,90
1913286,Border,GURDASPUR,City Ptk.,Unplanned,Closed,2026-08-06T16:14:00Z,2026-08-06T17:30:00Z,76
1913293,West,FEROZPUR,11 KV NAMAK MANDI,Planned,Closed,2026-08-06T16:10:00Z,2026-08-06T17:25:00Z,75
1913289,East,Zirakpur,GREEN VALLEY,Unplanned,Closed,2026-08-06T16:03:00Z,2026-08-06T16:30:00Z,27
1913285,South,BARNALA,U.P.S-2 BADRA,Unplanned,Closed,2026-08-06T15:50:00Z,2026-08-06T16:00:00Z,10
1913284,Border,TARN TARAN,Khadoor Sahib URBAN.,Unplanned,Closed,2026-08-06T15:30:00Z,2026-08-06T19:55:00Z,265
1913283,East,Zirakpur,GREEN VALLEY,Unplanned,Closed,2026-08-06T15:29:00Z,2026-08-06T16:00:00Z,31
1913288,East,Zirakpur,11 KV DAULAT SINGH,Unplanned,Closed,2026-08-06T15:10:00Z,2026-08-06T16:08:00Z,58
1913279,East,Zirakpur,Bhabat,Unplanned,Closed,2026-08-06T15:10:00Z,2026-08-06T15:55:00Z,45
