PTW Request ID,Circle,Feeder,Status,Request Date,Start Date
25353,SANGRUR,11 KV KHADIAL ROAD C2(FL08),Permit Request Submitted (Permit not active),2026-09-14T13:31:19Z,2026-09-14T13:30:00Z
25352,SANGRUR,"HEERON KALAN AP(FL12), 11KV KHIWA KHURD AP(FL06)",Permit Request Submitted (Permit not active),2026-09-14T13:30:11Z,2026-09-14T13:29:00Z
25351,BARNALA,"Industrial-I(FL07), Industrial-2(FL10)",Permit Request Submitted (Permit not active),2026-09-14T13:26:35Z,2026-09-14T13:25:00Z
25350,KHANNA,Raipur(FL03),Approved/ Active Permit,2026-09-14T13:19:35Z,2026-09-14T13:18:00Z
25349,JALANDHAR,SUTLAJ(FL02),Cancellation Request Approved (Permit not active),2026-09-14T12:55:57Z,2026-09-14T12:55:00Z
25348,JALANDHAR,Shivaji Nagar(FL09),Cancellation Request Approved (Permit not active),2026-09-14T12:43:48Z,2026-09-14T12:41:00Z
25347,HOSHIARPUR,MAHANDIPUR(FL08),Approved/ Active Permit,2026-09-14T12:41:18Z,2026-09-14T12:38:00Z
25346,KHANNA,jagat colony(FL25),Cancellation Request Approved (Permit not active),2026-09-14T12:22:06Z,2026-09-14T12:21:00Z
25345,SUB URBAN AMRITSAR,NAG KALAN Anaitpura(FL09),Approved/ Active Permit,2026-09-14T12:21:10Z,2026-09-14T12:20:00Z
25344,CITY WEST LUDHIANA,HOUSEFED(FL14),Approved/ Active Permit,2026-09-14T12:14:03Z,2026-09-14T12:12:00Z
25343,SANGRUR,11 KV SATOJ URBAN(FL01),Approved/ Active Permit,2026-09-14T12:11:26Z,2026-09-14T12:10:00Z
25342,GURDASPUR,Pioneer Agro(FL10),Cancellation Request Approved (Permit not active),2026-09-14T12:10:56Z,2026-09-14T12:10:00Z
25341,SANGRUR,UPS BHAI KE PASHOUR(FL07),Approved/ Active Permit,2026-09-14T12:08:23Z,2026-09-14T12:06:00Z
25340,GURDASPUR,Tharial(FL5),Approved/ Active Permit,2026-09-14T12:07:28Z,2026-09-14T12:07:00Z
25339,JALANDHAR,SUTLAJ(FL02),Cancellation Request Approved (Permit not active),2026-09-14T11:56:23Z,2026-09-14T11:55:00Z
25338,GURDASPUR,GHO(FL08),Cancellation Request Approved (Permit not active),2026-09-14T11:45:52Z,2026-09-14T11:44:00Z
25337,KHANNA,"GT ROAD 2(FL06), GT ROAD 1(FL04)",Approved/ Active Permit,2026-09-14T11:37:57Z,2026-09-14T11:36:00Z
25336,MUKATSAR,"11 KV DHARANGWALA(FL02), 11 KV TAJA PATTI(FL04)",Cancellation Request Approved (Permit not active),2026-09-14T11:35:26Z,2026-09-14T11:34:00Z
25335,SANGRUR,GULARI(D232),Cancellation Request Approved (Permit not active),2026-09-14T11:18:34Z,2026-09-14T11:16:00Z
