outage_id,Zone,Circle,Feeder,Type of Outage,Status,Start Time,End Time,Diff in mins
1944898,Border,GURDASPUR,MUGRALA,Unplanned,Active,2026-09-22T13:20:00Z,2026-09-22T14:43:00Z,83
1944887,North,JALANDHAR,NEW MODEL TOWN,Planned,Active,2026-09-22T13:15:00Z,2026-09-22T15:16:00Z,121
1944895,South,SANGRUR,Geeta Bhawan Road Dirba C-1,Unplanned,Active,2026-09-22T13:14:00Z,2026-09-22T13:59:00Z,45
1944896,North,HOSHIARPUR,Banjarbag,Planned,Active,2026-09-22T13:10:00Z,2026-09-22T14:00:00Z,50
1944894,North,JALANDHAR,HAZARA,Unplanned,Active,2026-09-22T13:05:00Z,2026-09-22T13:52:00Z,47
1944890,Border,TARN TARAN,BUTARI URBAN,Unplanned,Active,2026-09-22T13:02:00Z,2026-09-22T18:00:00Z,298
1944897,East,Zirakpur,PEER MUCHHALA,Unplanned,Active,2026-09-22T13:01:00Z,2026-09-22T15:00:00Z,119
1944880,Central,CITY EAST LUDHIANA,BASTI FEEDER,Planned,Active,2026-09-22T13:01:00Z,2026-09-22T15:00:00Z,119
1944886,South,SANGRUR,Gurbaxpura-1,Unplanned,Active,2026-09-22T13:00:00Z,2026-09-22T13:30:00Z,30
1944888,South,SANGRUR,Industrial,Planned,Active,2026-09-22T12:59:46Z,2026-09-22T14:34:00Z,94
1944889,South,SANGRUR,Industrial Siana road,Planned,Active,2026-09-22T12:59:11Z,2026-09-22T14:34:18Z,95
1944893,North,JALANDHAR,DHANOWALI,Unplanned,Active,2026-09-22T12:55:00Z,2026-09-22T13:48:00Z,53
1944892,North,JALANDHAR,G T ROAD NO.1,Unplanned,Active,2026-09-22T12:55:00Z,2026-09-22T13:48:00Z,53
1944891,North,JALANDHAR,GT Road No. 2,Unplanned,Active,2026-09-22T12:55:00Z,2026-09-22T13:48:00Z,53
1944884,Central,CITY WEST LUDHIANA,LOHARA,Unplanned,Active,2026-09-22T12:54:51Z,2026-09-22T14:48:54Z,114
1944882,East,MOHALI,commercial 95-96,Unplanned,Closed,2026-09-22T12:48:00Z,2026-09-22T13:03:00Z,15
1944885,North,HOSHIARPUR,BHOGPUR NO 2,Unplanned,Active,2026-09-22T12:40:00Z,2026-09-22T14:00:00Z,80
1944881,Border,TARN TARAN,NAGOKE URBAN,Unplanned,Active,2026-09-22T12:40:00Z,2026-09-22T17:00:00Z,260
1944878,South,PATIALA,k.k.SCHOOL ROAD,Unplanned,Closed,2026-09-22T12:35:00Z,2026-09-22T12:50:00Z,15
1944341,Border,SUB URBAN AMRITSAR,MVN INDUSTRY,Planned,Active,2026-09-22T12:35:00Z,2026-09-22T16:00:05Z,205
1944879,Central,SUB URBAN LUDHIANA,CITY-4,Unplanned,Active,2026-09-22T12:33:00Z,2026-09-22T14:30:00Z,117
1944875,Border,GURDASPUR,GAJIKOT,Unplanned,Active,2026-09-22T12:32:00Z,2026-09-22T13:14:00Z,42
1944841,South,SANGRUR,INDUSTRIAL CAT-II (Bhasour),Planned,Active,2026-09-22T12:30:30Z,2026-09-22T14:00:00Z,89
1944840,South,SANGRUR,City,Planned,Active,2026-09-22T12:30:00Z,2026-09-22T14:00:00Z,90
1944877,North,HOSHIARPUR,Banjarbag,Unplanned,Closed,2026-09-22T12:29:00Z,2026-09-22T12:50:00Z,21
1944872,West,MUKATSAR,11 KV LINK NO. 2,Unplanned,Active,2026-09-22T12:26:00Z,2026-09-22T13:30:00Z,64
1944883,Border,TARN TARAN,Botelkiri,Unplanned,Active,2026-09-22T12:20:00Z,2026-09-22T17:00:00Z,280
1944874,Border,SUB URBAN AMRITSAR,Disposal,Unplanned,Closed,2026-09-22T12:20:00Z,2026-09-22T12:50:27Z,30
1944865,Central,KHANNA,Ranno,Unplanned,Closed,2026-09-22T12:16:00Z,2026-09-22T13:08:00Z,52
1944871,South,SANGRUR,INDUSTRY,Unplanned,Active,2026-09-22T12:15:00Z,2026-09-22T15:00:00Z,165
1944869,North,HOSHIARPUR,NESHRA PATAN,Unplanned,Closed,2026-09-22T12:15:00Z,2026-09-22T12:57:00Z,42
1944868,South,PATIALA,rajpura,Unplanned,Closed,2026-09-22T12:15:00Z,2026-09-22T12:35:00Z,20
1944867,North,HOSHIARPUR,RAILWAY ROAD MUKERIAN,Unplanned,Closed,2026-09-22T12:15:00Z,2026-09-22T12:57:00Z,42
1944866,North,HOSHIARPUR,CHACK,Unplanned,Closed,2026-09-22T12:15:00Z,2026-09-22T12:57:00Z,42
1944876,Border,GURDASPUR,TALIBPUR,Unplanned,Active,2026-09-22T12:12:00Z,2026-09-22T13:16:00Z,64
1944864,Central,KHANNA,Tarkheri,Unplanned,Closed,2026-09-22T12:10:00Z,2026-09-22T13:08:00Z,58
1944862,Central,KHANNA,Shamshpur UPS,Unplanned,Closed,2026-09-22T12:10:00Z,2026-09-22T13:09:00Z,59
1944860,Central,KHANNA,Focal Point 2,Unplanned,Closed,2026-09-22T12:10:00Z,2026-09-22T12:47:00Z,37
1944870,South,SANGRUR,PUNIA COLONY,Unplanned,Active,2026-09-22T12:08:04Z,2026-09-22T16:51:40Z,283
1944873,Border,CITY AMRITSAR,11Kv Kesri Bagh,Unplanned,Active,2026-09-22T12:07:00Z,2026-09-22T13:45:00Z,98
1944863,South,PATIALA,SUNDER NAGAR RAJPURA,Unplanned,Closed,2026-09-22T12:05:00Z,2026-09-22T12:20:00Z,15
1944861,North,HOSHIARPUR,milk plant,Planned,Closed,2026-09-22T12:05:00Z,2026-09-22T12:30:00Z,25
