PTW Request ID,Circle,Feeder,Status,Request Date,Start Date
14095,KHANNA,11KV NANDPUR KESHO(FL05),Permit Request Submitted (Permit not active),2026-05-02T10:52:42Z,2026-05-02T10:50:00Z
14094,KHANNA,City-2 khanna(FL13),Permit Request Submitted (Permit not active),2026-05-02T10:43:58Z,2026-05-02T10:42:00Z
14093,GURDASPUR,SD Collage(FL03),Approved/ Active Permit,2026-05-02T10:42:48Z,2026-05-02T10:37:00Z
14092,CITY AMRITSAR,swadeshi mill(FL08),Cancellation Request Approved (Permit not active),2026-05-02T10:26:54Z,2026-05-02T10:25:00Z
14091,TARN TARAN,MEHTA URBAN-II(FL05),Active But Cancellation Request Submitted,2026-05-02T10:18:22Z,2026-05-02T10:15:00Z
14090,GURDASPUR,Rattangarh(FL01),Rejected BY SSA/SSO,2026-05-02T10:14:19Z,2026-05-02T10:12:00Z
14089,KHANNA,BISHANPURA(FL16),Approved/ Active Permit,2026-05-02T10:13:43Z,2026-05-02T10:09:00Z
14088,KAPURTHALA,BHANOLANGA(FL07),Approved/ Active Permit,2026-05-02T10:05:14Z,2026-05-02T10:04:00Z
14087,TARN TARAN,Sarja UPS(FL13),Approved/ Active Permit,2026-05-02T10:05:11Z,2026-05-02T10:02:00Z
14086,KHANNA,Barmalipur city(FL09),Approved/ Active Permit,2026-05-02T10:00:53Z,2026-05-02T09:56:00Z
14085,KHANNA,"CHASWAL UPS(FL25), Patiala Road(FL14)",Approved/ Active Permit,2026-05-02T09:59:17Z,2026-05-02T09:57:00Z
14084,KHANNA,SANIPUR(FL23),Approved/ Active Permit,2026-05-02T09:55:02Z,2026-05-02T09:54:00Z
14083,KHANNA,Majra(FL30),Cancellation Request Approved (Permit not active),2026-05-02T09:41:48Z,2026-05-02T09:41:00Z
14082,JALANDHAR,VIP(FL15),Cancellation Request Approved (Permit not active),2026-05-02T08:21:41Z,2026-05-02T08:20:00Z
14081,SUB URBAN AMRITSAR,BABA SHRI CHAND AVNUE(FL12),Approved/ Active Permit,2026-05-02T07:50:09Z,2026-05-02T07:49:00Z
14080,KAPURTHALA,URBAN Malsian(FL02),Cancellation Request Approved (Permit not active),2026-05-02T05:15:25Z,2026-05-02T05:13:00Z
14079,SUB URBAN AMRITSAR,Mallan Wali(FL18),Cancellation Request Approved (Permit not active),2026-05-02T00:10:03Z,2026-05-02T00:07:00Z
14078,CITY AMRITSAR,Chatha Rice Mills(FLO4),Cancellation Request Approved (Permit not active),2026-05-01T23:03:24Z,2026-05-01T23:01:00Z
14077,GURDASPUR,City Thana(FL17),Cancellation Request Approved (Permit not active),2026-05-01T21:06:52Z,2026-05-01T21:06:00Z
14076,SUB URBAN AMRITSAR,GUMTALA(FL10),Cancellation Request Approved (Permit not active),2026-05-01T19:40:38Z,2026-05-01T19:38:00Z
